Account,date,sentiment_binary,classification,value,total_pnl,num_trades,num_winning,num_losing,avg_trade_size,total_volume,avg_execution_price,num_buys,num_sells,total_fees,max_pnl,min_pnl,win_rate,long_short_ratio,net_pnl,is_profitable,pnl_range
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-26,Neutral,Neutral,47.0,2323.99174,65,49,0,1894.7783076923076,123160.59,0.03983373846153846,16,49,27.420784,841.97814,0.0,0.7538461538461538,0.3265306122442316,2296.570956,1,841.97814
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-01,Fear,Fear,34.0,1334.414834,9,4,0,1193.0444444444445,10737.4,47.21488888888889,5,4,3.455933,401.45784,0.0,0.4444444444444444,1.24999999996875,1330.958901,1,401.45784
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-02,Fear,Fear,44.0,1.1031579999999999,6,2,1,395.24,2371.44,611.895,3,3,0.830004,0.884682,-0.057424,0.3333333333333333,0.9999999999666667,0.2731539999999999,1,0.942106
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-03,Fear,Fear,25.0,160.127816,26,19,0,739.3319230769231,19222.63,0.0062334999999999995,7,19,6.237669,41.367555,0.0,0.7307692307692307,0.3684210526296399,153.89014699999998,1,41.367555
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-11,Fear,Fear,25.0,1419.922474,45,34,0,1310.5517777777777,58974.83,0.5079826666666667,11,34,16.622566,184.879251,0.0,0.7555555555555555,0.3235294117637543,1403.299908,1,184.879251
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-14,Fear,Fear,31.0,18.103863,8,5,2,133.5325,1068.26,0.6752725,1,7,0.146851,6.815536,-1.228815,0.625,0.14285714285510204,17.957012,1,8.044350999999999
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-18,Fear,Fear,33.0,11.209037,7,6,0,74.56857142857143,521.98,0.6741285714285715,1,6,0.178228,4.10145,0.0,0.8571428571428571,0.16666666666388888,11.030809,1,4.10145
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-23,Greed,Greed,72.0,29.8368,2,1,0,1284.69,2569.38,0.24801,1,1,0.899283,29.8368,0.0,0.5,0.9999999999,28.937517,1,29.8368
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-25,Greed,Greed,60.0,0.18414,3,2,0,47.086666666666666,141.26,2.6174666666666666,1,2,0.049439,0.13824,0.0,0.6666666666666666,0.499999999975,0.13470100000000002,1,0.13824
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-05-01,Greed,Greed,63.0,0.0,3,0,0,159.0,477.0,1898.1333333333332,3,0,0.0,0.0,0.0,0.0,30000000000.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-11,Greed,Extreme Greed,76.0,0.0,2,0,0,23066.935,46133.87,46132.0,2,0,11.072125999999999,0.0,0.0,0.0,20000000000.0,-11.072125999999999,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-15,Neutral,Neutral,52.0,152.85358,9,9,0,69.98444444444445,629.86,2506.577777777778,0,9,0.151157,127.66118,2.49403,1.0,0.0,152.70242299999998,1,125.16715
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-16,Greed,Greed,64.0,-3238.8,6,0,2,10580.346666666666,63482.08,14311.184166666666,4,2,4.082997,0.0,-2299.807104,0.0,1.9999999999,-3242.882997,0,2299.807104
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-28,Neutral,Neutral,54.0,-2478.06972,11,0,11,1646.2754545454545,18109.03,16.956,0,11,-0.362176,-13.689711,-661.514679,0.0,0.0,-2477.707544,0,647.824968
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-04-16,Greed,Greed,65.0,0.0,1,0,0,91.08,91.08,0.066971,0,1,0.030602,0.0,0.0,0.0,0.0,-0.030602,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-05-29,Greed,Greed,72.0,0.0,5,0,0,6113.468,30567.34,0.15112,5,0,19.41806,0.0,0.0,0.0,50000000000.0,-19.41806,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-24,Greed,Greed,69.0,0.0,3,0,0,0.4266666666666667,1.28,0.006259026666666667,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-26,Greed,Greed,68.0,0.0,1,0,0,0.81,0.81,0.002039,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-01,Neutral,Neutral,52.0,0.0,1,0,0,0.74,0.74,0.044799,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-03,Fear,Fear,37.0,0.0,1,0,0,0.65,0.65,0.00032287,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-04,Fear,Fear,34.0,0.0,1,0,0,0.01,0.01,1.7e-05,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-06,Fear,Extreme Fear,17.0,215.754798,27,8,13,28.555555555555557,771.0,0.07731412407407408,1,26,0.889599,51.687038,-0.12379,0.2962962962962963,0.03846153846139053,214.865199,1,51.810828
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-07,Fear,Fear,29.0,0.0,11,0,0,0.0036363636363636364,0.04,0.11277037909090909,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-17,Fear,Fear,25.0,0.0,29,0,0,1035.7675862068966,30037.26,0.16887,29,0,17.07537,0.0,0.0,0.0,290000000000.0,-17.07537,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-30,Fear,Fear,34.0,0.0,1,0,0,0.69,0.69,0.000128,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-09-05,Fear,Fear,29.0,0.0,1,0,0,0.84,0.84,7.79e-05,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-18,Greed,Extreme Greed,83.0,48.185146,6,2,2,116.12333333333333,696.74,0.046878166666666665,1,5,0.643771,29.324714,-0.298703,0.3333333333333333,0.199999999996,47.541375,1,29.623417
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-19,Greed,Extreme Greed,90.0,0.0,1,0,0,0.01,0.01,0.016357,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-29,Greed,Extreme Greed,78.0,17511.326788,56,36,1,1817.6805357142857,101790.11,1.875410265892857,17,39,5.7672259,6672.970248,-0.002936,0.6428571428571429,0.4358974358963182,17505.5595621,1,6672.9731839999995
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-30,Greed,Extreme Greed,84.0,19050.661786,39,27,0,2556.5420512820515,99705.14,1.3077901971794872,7,32,5.65004186,1911.268238,0.0,0.6923076923076923,0.2187499999993164,19045.01174414,1,1911.268238
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-01,Greed,Extreme Greed,81.0,13.566929,3,2,0,11.366666666666667,34.1,3.08316969,1,2,0.00577068,13.354688,0.0,0.6666666666666666,0.499999999975,13.56115832,1,13.354688
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-02,Greed,Extreme Greed,80.0,0.0,1,0,0,0.0,0.0,4.64e-06,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-14,Greed,Extreme Greed,83.0,0.0,36,0,0,5555.551944444444,199999.87,19.475,36,0,0.98587664,0.0,0.0,0.0,360000000000.0,-0.98587664,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-15,Greed,Extreme Greed,80.0,346.827642,6,5,0,117.02833333333335,702.1700000000001,3.6514839833333332,1,5,0.11950780999999999,168.381001,0.0,0.8333333333333334,0.199999999996,346.70813419,1,168.381001
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-16,Greed,Extreme Greed,83.0,0.0,4,0,0,0.0,0.0,0.0035851249999999998,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-20,Greed,Greed,74.0,22.80272,3,1,0,15.183333333333332,45.55,8.047656666666667,1,2,0.00800663,22.80272,0.0,0.3333333333333333,0.499999999975,22.79471337,1,22.80272
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-20,Greed,Extreme Greed,76.0,0.0,2,0,0,183.07999999999998,366.15999999999997,22.299500000000002,2,0,0.00551699,0.0,0.0,0.0,20000000000.0,-0.00551699,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-23,Greed,Extreme Greed,75.0,-5978.38652,3,2,1,6.186666666666667,18.560000000000002,0.008263233333333333,0,3,0.006232,2.727753,-5981.36399,0.6666666666666666,0.0,-5978.392752,0,5984.091743
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-24,Greed,Extreme Greed,75.0,0.0,2,0,0,0.005,0.01,0.011064000000000001,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-14,Neutral,Neutral,48.0,19.530304,2,2,0,25.39,50.78,0.00609495,0,2,0.01706,10.939486,8.590818,1.0,0.0,19.513244,1,2.348668
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-21,Greed,Greed,55.0,-350.632694,7,0,5,184.87857142857143,1294.15,7.124287857142858,2,5,0.21500587000000002,0.0,-84.6165,0.0,0.399999999992,-350.84769987000004,0,84.6165
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-06,Fear,Fear,25.0,600.008922,37,26,11,1400.675945945946,51825.01,17.222972972972972,0,37,4.975173,102.315215,-6.766232,0.7027027027027027,0.0,595.033749,1,109.081447
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-10,Fear,Extreme Fear,20.0,-8224.491085,26,0,26,1653.866153846154,43000.520000000004,14.346307692307693,0,26,4.1280280000000005,-3.079246,-1036.71741,0.0,0.0,-8228.619112999999,0,1033.638164
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-11,Fear,Extreme Fear,24.0,-58444.949486,119,0,119,1948.151092436975,231829.98,13.63109243697479,0,119,22.255574,-2.962697,-3422.562342,0.0,0.0,-58467.20506,0,3419.5996450000002
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-06,Fear,Fear,34.0,0.0,19,0,0,2105.072105263158,39996.37,5.65,0,19,3.8396399999999997,0.0,0.0,0.0,0.0,-3.8396399999999997,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-07,Fear,Extreme Fear,23.0,9485.86,61,21,0,1811.634426229508,110509.7,3.7741350819672133,21,40,10.608879,4317.48,0.0,0.3442622950819672,0.5249999999986875,9475.251121000001,1,4317.48
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-09,Fear,Extreme Fear,18.0,0.0,30,0,0,1333.3193333333334,39999.58,2.6498139999999997,0,30,3.839931,0.0,0.0,0.0,0.0,-3.839931,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-12,Fear,Fear,43.0,2466.604719,32,32,0,1105.835625,35386.74,0.5024315625,32,0,3.3970969999999996,856.848366,1.182321,1.0,320000000000.0,2463.207622,1,855.666045
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-13,Neutral,Neutral,45.0,1076.778732,9,9,0,2341.0022222222224,21069.02,0.5103066666666667,9,0,2.999618,717.84657,0.808598,1.0,90000000000.0,1073.779114,1,717.0379720000001
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-21,Fear,Fear,39.0,-3533.6725370000004,124,116,8,1459.0874193548386,180926.84,1.4667324193548388,8,116,19.455411,0.130822,-1472.561286,0.9354838709677419,0.06896551724131986,-3553.1279480000003,0,1472.6921080000002
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-22,Neutral,Neutral,47.0,0.0,1,0,0,0.01,0.01,0.99698,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-25,Greed,Greed,60.0,34.63999,73,73,0,826.7301369863014,60351.3,0.99151,0,73,5.793662,1.841864,0.00646,1.0,0.0,28.846327999999996,1,1.835404
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-12,Greed,Extreme Greed,80.0,0.0,2,0,0,5195.3,10390.6,3352.3,2,0,3.6367089999999997,0.0,0.0,0.0,20000000000.0,-3.6367089999999997,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-20,Greed,Extreme Greed,83.0,-808.158708,2,0,1,10882.16,21764.32,47581.25,1,1,7.617513000000001,0.0,-808.158708,0.0,0.9999999999,-815.7762210000001,0,808.158708
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-01,Greed,Extreme Greed,81.0,0.0,1,0,0,199.81,199.81,0.43532,0,1,0.069934,0.0,0.0,0.0,0.0,-0.069934,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-03,Greed,Extreme Greed,76.0,0.0,1,0,0,209.94,209.94,0.41988,0,1,0.073479,0.0,0.0,0.0,0.0,-0.073479,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-05,Greed,Extreme Greed,84.0,0.0,6,0,0,10238.081666666667,61428.49,50849.8115,6,0,19.757147359999998,0.0,0.0,0.0,60000000000.0,-19.757147359999998,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-06,Greed,Greed,72.0,0.0,20,0,0,1657.5529999999999,33151.06,19304.041156,5,15,8.60627,0.0,0.0,0.0,0.3333333333311111,-8.60627,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-09,Greed,Extreme Greed,78.0,483.662076,8,8,0,603.1,4824.8,0.4,8,0,0.48248,100.686078,10.0245,1.0,80000000000.0,483.179596,1,90.66157799999999
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-10,Greed,Extreme Greed,78.0,0.0,3,0,0,22522.036666666667,67566.11,64621.6,3,0,22.963763999999998,0.0,0.0,0.0,30000000000.0,-22.963763999999998,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-11,Greed,Greed,74.0,3721.345649,4,4,0,40012.55,160050.2,100464.0,0,4,56.017569,1046.272969,828.824038,1.0,0.0,3665.3280799999998,1,217.44893100000013
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-13,Greed,Extreme Greed,76.0,1116.8006,26,13,0,2954.652692307692,76820.97,17.993846153846153,13,13,5.50834285,324.527,0.0,0.5,0.9999999999923077,1111.29225715,1,324.527
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-14,Greed,Extreme Greed,83.0,1898.178342,1,1,0,6591.46,6591.46,21.9,0,1,0.659146,1898.178342,1898.178342,1.0,0.0,1897.519196,1,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-15,Greed,Extreme Greed,80.0,6623.483154,28,23,0,1993.9885714285715,55831.68,22.56392857142857,5,23,2.98179288,1538.595502,0.0,0.8214285714285714,0.21739130434688092,6620.501361119999,1,1538.595502
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-16,Greed,Extreme Greed,83.0,6942.186825,14,9,0,5866.705,82133.87,23.850142857142856,5,9,4.25589888,1621.662218,0.0,0.6428571428571429,0.5555555555493827,6937.93092612,1,1621.662218
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-18,Greed,Extreme Greed,81.0,136.054186,12,3,0,679.3075,8151.69,24.607,9,3,0.10415878,121.908187,0.0,0.25,2.9999999999,135.95002721999998,1,121.908187
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-20,Greed,Greed,74.0,1676.3027260000001,4,3,0,2837.6875,11350.75,7.659975,2,2,1.37994,1637.378136,0.0,0.75,0.99999999995,1674.922786,1,1637.378136
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-24,Greed,Greed,73.0,14849.788861,19,16,0,17744.187894736842,337139.57,28.71578947368421,3,16,17.45726591,4930.629033,0.0,0.8421052631578947,0.18749999999882816,14832.331595090001,1,4930.629033
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,Greed,Greed,66.0,-9655.676981,12,5,1,15270.597499999998,183247.16999999998,23.311666666666667,6,6,9.853497840000001,14.508488,-9691.525303,0.4166666666666667,0.9999999999833333,-9665.53047884,0,9706.033791
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-03,Greed,Greed,74.0,0.0,1,0,0,6217.48,6217.48,23.31,1,0,0.02667297,0.0,0.0,0.0,10000000000.0,-0.02667297,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-14,Greed,Greed,63.0,0.0,3,0,0,800.29,2400.87,0.61793,0,3,0.840304,0.0,0.0,0.0,0.0,-0.840304,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-19,Greed,Extreme Greed,77.0,-1584.55781,3,0,3,15271.743333333334,45815.23,22.533,0,3,4.58152,-226.525719,-695.366235,0.0,0.0,-1589.13933,0,468.840516
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-20,Greed,Extreme Greed,76.0,-401.2638,4,0,3,14949.164999999999,59796.659999999996,103429.25,1,3,13.404088000000002,0.0,-139.1,0.0,0.3333333333222222,-414.667888,0,139.1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-23,Greed,Extreme Greed,75.0,0.0,4,0,0,11250.0,45000.0,22.5,4,0,0.19999994000000001,0.0,0.0,0.0,40000000000.0,-0.19999994000000001,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-23,Neutral,Neutral,50.0,2.9205,6,1,0,2401.1383333333333,14406.83,24.661666666666665,5,1,1.44068,2.9205,0.0,0.16666666666666666,4.9999999995,1.4798200000000001,1,2.9205
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,Fear,Extreme Fear,15.0,863.956464,63,30,0,3213.5458730158734,202453.39,176.04203174603174,33,30,18.52469533,312.604362,0.0,0.47619047619047616,1.0999999999963335,845.43176867,1,312.604362
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-05,Fear,Extreme Fear,20.0,8187.59426,43,24,0,3514.7537209302327,151134.41,67.99211627906976,19,24,10.78872833,2059.04914,0.0,0.5581395348837209,0.7916666666633682,8176.80553167,1,2059.04914
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-10,Fear,Extreme Fear,20.0,-37230.786609,2,0,2,48134.545,96269.09,13.6,0,2,9.626909,-6194.094669,-31036.69194,0.0,0.0,-37240.413518,0,24842.597271
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-12,Fear,Fear,34.0,0.0,39,0,0,2549.7482051282054,99440.18000000001,265.15384615384613,0,39,9.944007,0.0,0.0,0.0,0.0,-9.944007,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-17,Fear,Fear,32.0,17926.355742,205,107,0,1908.0640975609756,391153.14,61.35892468292683,107,98,39.115225,1875.752721,0.0,0.5219512195121951,1.0918367346927633,17887.240517,1,1875.752721
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-18,Fear,Fear,34.0,238.31419899999997,283,51,0,2061.155088339223,583306.89,0.6935973851590106,51,232,58.330524,103.427078,0.0,0.18021201413427562,0.21982758620680182,179.98367499999998,1,103.427078
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-19,Fear,Fear,32.0,909.907336,119,2,0,2421.7106722689077,288183.57,0.7205684033613445,2,117,28.818302,805.753392,0.0,0.01680672268907563,0.017094017094002482,881.089034,1,805.753392
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-20,Neutral,Neutral,49.0,0.0,82,0,0,607.7802439024391,49837.98,0.73264,0,82,4.983753,0.0,0.0,0.0,0.0,-4.983753,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-21,Fear,Fear,31.0,0.0,3,0,0,10058.62,30175.86,14.321333333333333,3,0,3.017585,0.0,0.0,0.0,30000000000.0,-3.017585,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-23,Fear,Fear,30.0,4988.749429,93,52,0,4121.473548387096,383297.04,4.381213010752688,52,41,38.329658,1329.8292,0.0,0.5591397849462365,1.2682926829237358,4950.419771000001,1,1329.8292
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-24,Neutral,Neutral,45.0,3896.627832,20,20,0,1703.6174999999998,34072.35,16.18,0,20,3.407223,1200.72456,1.332288,1.0,0.0,3893.220609,1,1199.392272
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-25,Neutral,Neutral,46.0,0.0,1,0,0,100176.1,100176.1,11.8,0,1,10.01761,0.0,0.0,0.0,0.0,-10.01761,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-26,Neutral,Neutral,47.0,3782.33025,28,28,0,2294.2153571428576,64238.030000000006,0.66746,28,0,6.423789,2318.15373,0.67989,1.0,280000000000.0,3775.906461,1,2317.47384
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-27,Fear,Fear,40.0,6504.316844999999,178,30,0,1543.4331460674157,274731.1,0.6641173595505618,30,148,27.473021,4920.238869,0.0,0.16853932584269662,0.20270270270256577,6476.843824,1,4920.238869
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,Fear,Fear,25.0,0.0,142,0,0,4742.898943661972,673491.65,1769.7,0,142,67.34912,0.0,0.0,0.0,0.0,-67.34912,0,0.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,Fear,Fear,28.0,266.39774,34,34,0,19800.740588235294,673225.18,1769.0,34,0,67.322498,219.82898,0.00406,1.0,340000000000.0,199.075242,1,219.82492
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-06,Fear,Fear,34.0,24553.541149999997,68,21,0,2824.8166176470586,192087.53,0.5495441176470588,21,47,19.208714,7322.017,0.0,0.3088235294117647,0.4468085106373472,24534.332435999997,1,7322.017
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-07,Fear,Extreme Fear,23.0,25941.716413,929,294,167,3895.6048546824545,3619016.91,1.4661197093649085,478,451,361.901282,6742.9208,-9454.732356,0.31646932185145316,1.0598669623057517,25579.815131,1,16197.653156
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-08,Fear,Extreme Fear,24.0,3366.444714,14,14,0,10183.131428571429,142563.84,1.8602,14,0,7.128185,782.805246,3.95334,1.0,140000000000.0,3359.316529,1,778.851906
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-09,Fear,Extreme Fear,18.0,-77308.420095,617,142,384,4099.378930307941,2529316.8,8192.901589141005,505,112,218.992405,6764.2252,-4895.990788,0.23014586709886548,4.508928571424546,-77527.41249999999,0,11660.215988
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-10,Fear,Fear,39.0,-831.2396219999999,306,176,30,5795.6883333333335,1773480.6300000001,22891.62877869281,121,185,88.67408,222.90188,-1233.7946,0.5751633986928104,0.6540540540537005,-919.913702,0,1456.69648
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-13,Neutral,Neutral,45.0,3271.3693780000003,135,64,0,20019.11111111111,2702580.0,85238.62222222223,71,64,135.12893,1367.066537,0.0,0.4740740740740741,1.1093749999982665,3136.2404480000005,1,1367.066537
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-14,Fear,Fear,31.0,128.67829,1,1,0,844654.19,844654.19,85333.0,0,1,42.232709,128.67829,128.67829,1.0,0.0,86.445581,1,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-03,Fear,Fear,37.0,100.375782,5,3,0,2585.338,12926.69,3.4285200000000002,2,3,4.5243400000000005,48.487544,0.0,0.6,0.6666666666444444,95.851442,1,48.487544
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-03,Greed,Greed,74.0,0.0,2,0,0,9530.66,19061.32,0.146975,2,0,1.90613,0.0,0.0,0.0,20000000000.0,-1.90613,0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-04,Greed,Greed,70.0,540.05911,10,10,0,1960.1330000000003,19601.33,0.15145999999999998,0,10,6.860463,139.19878,6.641824,1.0,0.0,533.198647,1,132.556956
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,Greed,Extreme Greed,77.0,503.46257599999996,16,11,0,1929.28125,30868.5,0.382639375,5,11,3.086842,276.388452,0.0,0.6875,0.45454545454132234,500.37573399999997,1,276.388452
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,Greed,Extreme Greed,78.0,0.0,1,0,0,9836.88,9836.88,2.124,1,0,0.983688,0.0,0.0,0.0,10000000000.0,-0.983688,0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,Greed,Extreme Greed,76.0,393.07947,4,4,0,2557.49,10229.96,2.209175,0,4,3.580485,248.46834,2.16315,1.0,0.0,389.498985,1,246.30519
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,Greed,Extreme Greed,80.0,0.0,4,0,0,1319.1399999999999,5276.5599999999995,3.13,4,0,0.527654,0.0,0.0,0.0,40000000000.0,-0.527654,0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,Greed,Extreme Greed,84.0,135.09947,8,7,0,1860.1075,14880.86,2.9672625,1,7,4.024645,26.20524,0.0,0.875,0.14285714285510204,131.074825,1,26.20524
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,Greed,Extreme Greed,80.0,0.0,35,0,0,930.75,32576.25,11.69,35,0,3.257612,0.0,0.0,0.0,350000000000.0,-3.257612,0,0.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-19,Greed,Extreme Greed,90.0,245.44495999999998,5,5,0,6564.348,32821.74,11.778400000000001,0,5,11.487605,203.99104,4.18528,1.0,0.0,233.95735499999998,1,199.80576
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,Greed,Extreme Greed,94.0,1050.894,22,7,0,2990.737727272727,65796.23,5.587713636363636,15,7,11.79219,276.562,0.0,0.3181818181818182,2.1428571428265304,1039.1018100000001,1,276.562
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-23,Greed,Extreme Greed,93.0,788.45072,7,7,0,3091.247142857143,21638.73,5.880142857142857,0,7,3.190604,291.386096,26.748584,1.0,0.0,785.260116,1,264.637512
